ID,numax,delta_nu,e_delta_nu,epsilon,e_epsilon,alpha,e_alpha,D,e_D,delta_Pi,e_delta_Pi,q,e_q,epsilon_g,e_epsilon_g,f_shift,e_f_shift,Omega_g,e_Omega_g,Omega_p,e_Omega_p,Teff,e_Teff,Lum,e_Lum,Fe/H,e_Fe/H,mass,e_mass,radius,e_radius,inclination,e_inclination,linewidth0,e_linewidth0,age,e_age,ruwe
KIC10591886,96.19188,8.706029,0.01088,0.149126,0.013932,0.007273,0.001122,0.212661,0.005058,73.324122,0.017947,0.13611,0.003716,0.032082,0.03496,0.593619,0.022427,5.213892,0.034136,0.167017,0.089848,5000.1,84,1.411,0.436,-0.53,-0.0195,1.54,0.1,7.24,0.17,42.851671,2.455582,0.063909,0.009743,9999,9999,0.922119
KIC10593078,204.1,15.371118,0.007324,0.301982,0.00657,0.009173,0.000421,0.320524,0.004721,82.532901,0.014068,0.145479,0.001751,0.677162,0.010172,0.662498,0.017198,9999,9999,9999,9999,4856.2,76.9,1,0.004,0.111,0,1.52,0.08,4.94,0.09,9999,9999,9999,9999,2.943,0.3805,0.762791
KIC10593799,169.265439,13.292876,0.006863,0.300505,0.00696,0.000912,0.00056,0.282229,0.004808,81.69815,0.012108,0.14038,0.001465,0.229411,0.010736,0.656324,0.015637,4.036573,0.032378,0.040677,0.061795,4831.9,79.7,1.111,0.012,0.05,0.0095,1.52,0.09,5.43,0.12,47.746028,1.642843,0.073227,0.006875,4.727,0.6015,0.898852
KIC10597164,223.34,17.110887,0.017548,0.380356,0.014572,0.000053,0.001575,0.376875,0.008037,88.506038,0.0547,0.174694,0.002832,0.287793,0.030284,0.656374,0.025002,4.053668,0.073801,0.198728,0.080202,5085.8,87.55,1.021,0.0245,-0.44,0.0075,1.43,0.1,4.51,0.11,75.227572,2.334726,0.041516,0.004984,9999,9999,0.883032
KIC10599977,187.713089,14.464063,0.012124,0.302093,0.011203,0.006037,0.000634,0.315593,0.004809,85.174719,0.017557,0.138987,0.001281,0.254851,0.01282,0.630493,0.017294,4.857535,0.030281,0.027441,0.015534,4668.8,82.55,0.988,0.019,0.31,-0.001,1.32,0.08,4.87,0.11,67.94203,3.130097,0.069309,0.007352,6.286,1.29,1.085402
KIC10602015,185.562766,14.243939,0.005706,0.278046,0.005514,0.004343,0.00038,0.305194,0.004133,81.829842,0.015454,0.141449,0.001942,0.246099,0.012368,0.639637,0.018548,9999,9999,9999,9999,4883.1,77.7,1.068,0.013,0.038,0.0235,1.31,0.06,4.89,0.09,9999,9999,9999,9999,5.118,0.6815,0.902097
KIC10602372,95.948024,8.225974,0.008663,0.100461,0.013025,0.006253,0.000885,0.174601,0.004911,72.330064,0.02567,0.130565,0.006526,0.263964,0.049572,0.491051,0.023966,9999,9999,9999,9999,4542.1,92.1,1.35,0.304,0.312,0.024,1.45,0.07,7.28,0.13,9999,9999,9999,9999,9999,9999,1.39062
KIC10605155,97.242262,8.851982,0.010033,0.070898,0.012036,0.011031,0.001027,0.213112,0.004715,73.429929,0.013487,0.141025,0.003921,0.16365,0.026087,0.582091,0.020939,5.296343,0.056527,-0.334996,0.119622,5003.4,82,1.348,0.325,-0.421,0.019,1.43,0.09,6.96,0.15,31.185618,2.569666,0.047217,0.009058,9999,9999,1.120079
KIC10610250,155.328281,12.628868,0.009035,0.243654,0.009368,0.006908,0.000578,0.285297,0.004694,82.861961,0.013999,0.135723,0.002033,0.22174,0.013238,0.750786,0.017396,4.052177,0.035564,-0.022249,0.069777,4741.3,82.3,1.028,0.019,0.182,-0.0105,1.22,0.06,5.18,0.1,81.596056,1.107821,0.080198,0.004757,8.591,0.8305,0.832793
KIC10611263,142.972771,11.728379,0.007022,0.19573,0.007629,0.006314,0.000593,0.246082,0.004608,80.121129,0.016889,0.128199,0.002057,0.271722,0.018477,0.684189,0.017359,3.859299,0.04735,0.141961,0.089067,4754.3,80.95,1.171,0.09,0.147,0.0285,1.28,0.06,5.53,0.1,37.159358,1.696939,0.102458,0.008809,8.445,1.5115,1.007371
KIC10616364,105.70839,9.246581,0.013639,0.121844,0.017326,0.005283,0.001296,0.205703,0.005929,74.021871,0.023951,0.12541,0.003748,0.214614,0.041509,0.613329,0.02552,5.330623,0.054281,-0.134083,0.117255,4920.3,84.1,1.305,0.2745,-0.232,-0.0145,1.39,0.07,6.66,0.12,41.155192,2.230866,0.106061,0.012404,7.566,1.341,1.030666
KIC10643786,201.1,16.259505,0.014861,0.325585,0.011619,0.004301,0.00116,0.366017,0.006396,88.081471,0.02571,0.174611,0.001889,0.246922,0.016019,0.755443,0.020716,3.785235,0.069774,0.021735,0.102354,4977,80,0.912,0.0215,-0.397,-0.017,1.07,0.07,4.19,0.1,50.502375,3.061705,0.046855,0.005943,9999,9999,0.914115
KIC10645209,195.16015,14.021519,0.008911,0.28468,0.009203,0.001531,0.000643,0.276614,0.004944,70.214223,0.024436,0.107275,0.001882,0.710771,0.024751,0.711245,0.019233,4.758701,0.054715,0.412395,0.065922,5047,78.6,1.224,0.1265,-0.276,0.019,1.73,0.08,5.44,0.1,83.039728,2.491028,0.091753,0.007122,2.828,0.4915,0.915705
KIC10647393,214.94,16.273194,0.016272,0.397112,0.013702,-0.002764,0.001314,0.340171,0.005915,87.229342,0.020673,0.152738,0.001271,0.255654,0.012354,0.684828,0.021375,3.96164,0.046895,0.292074,0.078236,4820.1,84.1,1.013,0.0175,0.055,0.0065,1.28,0.08,4.45,0.1,67.931285,1.610675,0.046765,0.004512,6.169,1.2325,1.015233
KIC10651646,85.267244,8.295065,0.010448,0.10884,0.012669,0.007285,0.001157,0.193019,0.004999,73.901293,0.027591,0.142061,0.00616,0.062831,0.056182,0.575118,0.024601,6.744154,0.038663,0.01589,0.11391,4876,89.95,1.308,0.2045,-0.397,-0.006,1.21,0.07,6.87,0.15,64.557443,4.950957,0.100124,0.024118,9999,9999,0.89351
KIC10656607,125.740457,11.246782,0.028161,0.292398,0.028725,0.003187,0.003559,0.252396,0.009359,79.606228,0.050997,0.142631,0.004569,0.164911,0.062356,0.746802,0.032296,4.716809,0.073827,0.00395,0.125721,4908.4,84.15,1.111,0.57,-0.39,-0.0105,1.1,0.07,5.39,0.13,74.597105,2.914327,0.043884,0.010365,9999,9999,1.032499
KIC10656842,125.279203,10.63827,0.0046,0.09934,0.00564,0.011805,0.000545,0.250398,0.00516,78.330924,0.012968,0.140496,0.001764,0.312454,0.017349,0.525102,0.016612,4.032208,0.034522,0.017159,0.080931,4695.4,81.8,1.15,0.056,0.196,-0.021,1.24,0.06,5.84,0.1,42.322235,1.571716,0.062013,0.005164,6.926,1.1015,0.989474
KIC10657617,138.083404,11.567911,0.005246,0.195198,0.0059,0.007152,0.000485,0.263197,0.004281,78.989205,0.00911,0.147879,0.001887,0.227988,0.010547,0.627992,0.018529,3.291636,0.028509,0.133879,0.073273,4925,82.65,1.222,0.189,-0.219,-0.022,1.27,0.08,5.58,0.13,58.362693,2.187392,0.054272,0.003479,8.185,1.061,0.940816
KIC10658641,89.661423,8.534052,0.012813,0.111746,0.015574,0.009325,0.001248,0.207473,0.005158,74.7631,0.024213,0.134167,0.005173,0.299837,0.050056,0.561389,0.024801,6.495837,0.034711,-0.10867,0.104896,4827.1,87.45,1.248,0.1635,-0.275,0.005,0.95,0.05,6.11,0.11,60.622709,2.368109,0.079402,0.013373,9999,9999,1.08341
KIC10662595,162.184921,12.911264,0.00753,0.252622,0.007482,0.005172,0.000429,0.297113,0.004252,80.293078,0.011829,0.155166,0.001928,0.246136,0.011868,0.557794,0.016685,7.001805,0.03036,0.149368,0.062474,5071.4,77.75,1.178,0.014,-0.371,0.0145,1.24,0.06,5.1,0.09,82.740497,1.082328,0.086325,0.010132,9999,9999,0.77214
KIC10665707,181.756938,14.200734,0.017171,0.305122,0.015787,0.00271,0.001065,0.308948,0.00498,84.390027,0.032831,0.136543,0.002159,-0.033174,0.026416,0.786999,0.02953,0.870164,0.074713,0.158286,0.118986,4587.7,75.15,0.97,0.0275,0.344,-0.0125,1.23,0.08,4.77,0.12,86.533487,1.909449,0.054989,0.006302,9999,9999,1.062566
KIC10666682,101.026734,8.785305,0.009206,0.17865,0.011774,0.001983,0.000972,0.19071,0.005233,71.795933,0.020294,0.126515,0.003977,0.177509,0.038488,0.567785,0.021676,5.159253,0.038191,-0.122028,0.084817,4921.4,85.2,1.414,0.368,-0.368,0.0185,1.64,0.1,7.32,0.16,61.750198,3.712821,0.046332,0.009256,9999,9999,0.855058
KIC10667545,101.34666,8.963405,0.010168,0.151382,0.013575,0.002814,0.000997,0.194386,0.005299,73.688295,0.020008,0.132217,0.003475,0.255677,0.036678,0.581025,0.019662,4.727372,0.035354,-0.000924,0.088942,4800.2,87.4,1.277,0.2615,-0.123,-0.0175,1.46,0.09,6.96,0.16,67.626302,3.276117,0.062531,0.009161,6.429,0.85,1.077206
KIC10668065,142.261702,11.799328,0.008091,0.218563,0.008465,0.005576,0.00057,0.262768,0.004976,79.117435,0.013463,0.143981,0.002228,0.257795,0.014462,0.625363,0.018015,2.59371,0.030231,0.129476,0.068987,5010.5,79.7,1.254,0.19,-0.27,-0.0195,1.22,0.06,5.41,0.09,85.852863,1.425513,0.062008,0.004846,7.456,1.532,1.015736
KIC10669590,98.322945,9.12844,0.008382,0.130555,0.011101,0.006297,0.00099,0.21033,0.004902,75.786298,0.01573,0.133386,0.003156,0.16866,0.028019,0.625854,0.021137,1.328516,0.030899,0.222099,0.078832,4816.8,88.5,1.27,0.2295,-0.221,0.007,1,0.05,5.94,0.11,81.955581,1.97577,0.068873,0.006055,15.138,1.6425,1.015486
KIC10675052,141.828753,10.866561,0.010491,0.208315,0.0128,0.003859,0.00075,0.224019,0.005385,94.830939,0.061647,0.148081,0.003201,0.3149,0.044087,0.413892,0.022137,3.704041,0.108636,0.205954,0.102044,4814.5,83.95,1.306,0.256,0.103,0.0115,1.68,0.08,6.36,0.12,38.449474,2.780343,0.084372,0.012347,2.73,0.521,1.022422
KIC10677371,121.320424,10.277544,0.015063,0.221668,0.019094,0.004977,0.001134,0.229529,0.005248,75.546611,0.041529,0.13433,0.005658,0.129507,0.058224,0.636065,0.02529,9999,9999,9999,9999,4852,86.1,1.29,0.313,-0.173,-0.0165,1.51,0.09,6.39,0.14,9999,9999,9999,9999,5.159,0.9515,1.063213
KIC10677637,197.977623,14.757959,0.023427,0.274422,0.020699,0.005247,0.001359,0.302787,0.006202,81.117983,0.076128,0.133674,0.002368,0.99226,0.059528,0.719327,0.024069,4.938171,0.112226,0.094489,0.103619,4703.2,86.55,1.02,0.02,0.195,0.0195,1.54,0.1,5.07,0.11,87.145136,1.730458,0.095738,0.010409,5.949,0.53,1.088043
KIC10679097,100.977123,8.72448,0.011611,0.128053,0.016252,0.005862,0.001444,0.189834,0.004955,73.666219,0.033516,0.124106,0.005779,0.119535,0.059543,0.53435,0.023785,9999,9999,9999,9999,4795.9,83.6,1.373,0.41,-0.06,-0.025,1.71,0.11,7.47,0.17,9999,9999,9999,9999,9999,9999,0.980263
KIC10679672,178.648197,14.419025,0.006984,0.249155,0.005922,0.008122,0.000517,0.331321,0.005922,84.653241,0.026752,0.161596,0.001481,0.297551,0.020923,0.663224,0.019995,6.144341,0.047294,0.410698,0.072559,4907.3,82.25,1.047,0.016,-0.07,0.004,1.25,0.08,4.81,0.1,59.333033,1.594245,0.062163,0.005012,9999,9999,1.108164
KIC10680596,173.565808,13.758549,0.019609,0.322889,0.018101,0.001573,0.001425,0.289995,0.007034,82.398376,0.046172,0.146899,0.00246,0.264048,0.038247,0.681152,0.025135,4.332038,0.066351,-0.032019,0.089264,4850,83,0.949,0.022,-0.016,0.019,1.48,0.09,5.27,0.12,83.399935,3.04933,0.064114,0.009416,6.552,0.971,1.790845
KIC10684749,168.377802,13.87319,0.015131,0.294797,0.013414,0.003855,0.001045,0.307014,0.006092,84.775126,0.044485,0.147971,0.003415,0.206263,0.03499,0.798776,0.023276,9999,9999,9999,9999,4910.6,89.1,0.895,0.0235,-0.161,0.009,1.16,0.08,4.78,0.12,9999,9999,9999,9999,10.562,2.562,1.256121
KIC10709676,135.800846,11.439314,0.008166,0.222916,0.008745,0.006061,0.000721,0.261115,0.005296,79.831072,0.016134,0.132717,0.002399,0.225373,0.017878,0.701731,0.020747,4.770607,0.030175,0.045145,0.067156,4761,83.2,1.143,0.0085,0.091,-0.0195,1.33,0.08,5.73,0.12,83.489037,1.11805,0.051463,0.004921,7.352,1.18,1.17592
KIC10713440,106.75036,9.909264,0.013449,0.211078,0.014891,0.005691,0.001358,0.235104,0.004952,76.542473,0.021113,0.149605,0.004561,0.157263,0.032655,0.623617,0.02126,5.304688,0.045636,0.040758,0.106706,4976.8,89.9,1.288,0.2665,-0.632,0.0095,1.13,0.08,5.95,0.14,85.305562,2.44081,0.104203,0.024176,9999,9999,0.938325
KIC10724793,167.671913,12.735678,0.011192,0.220236,0.011885,0.004266,0.001008,0.254402,0.005803,68.987692,0.057006,0.112374,0.00226,0.393871,0.072837,0.675381,0.020271,2.053743,0.054591,0.1961,0.064904,5090.9,76.05,1.269,0.171,-0.433,-0.0195,1.96,0.12,6.13,0.14,58.75533,3.541728,0.067588,0.008393,2.588,0.43,1.022845
KIC10727178,133.947264,10.927914,0.007946,0.20735,0.009202,0.004185,0.000633,0.232186,0.00433,75.838741,0.017517,0.125215,0.002358,0.282523,0.023152,0.604844,0.015886,7.567641,0.029897,0.030078,0.062526,4859.3,77.7,1.217,0.178,-0.021,-0.014,1.39,0.06,5.95,0.1,50.022195,2.136513,0.09933,0.022804,4.539,0.4905,1.091015
KIC10727789,167.302851,12.8608,0.00545,0.22735,0.005925,0.005476,0.000403,0.280728,0.004493,82.758034,0.015077,0.14771,0.001426,0.274922,0.012686,0.554611,0.018862,9.951527,0.041707,-0.172838,0.067157,4962.5,78.35,1.202,0.0515,-0.225,-0.02,1.63,0.08,5.68,0.1,47.246562,1.244382,0.09959,0.0155,5.179,0.732,1.113419
KIC10728519,86.483243,8.735167,0.013177,0.088973,0.014652,0.005362,0.001531,0.213676,0.005511,71.754204,0.021577,0.15689,0.007812,0.149004,0.045646,0.626564,0.032597,9999,9999,9999,9999,5179.9,144.45,1.343,0.361,-0.141,-0.055,1.15,0.07,6.59,0.15,9999,9999,9999,9999,9999,9999,0.92938
KIC10728666,140.783026,12.100252,0.024154,0.300557,0.023374,0.001744,0.002149,0.262877,0.006883,81.588794,0.042844,0.149839,0.003728,0.18934,0.044652,0.779763,0.030176,9999,9999,9999,9999,4900.6,92.35,1.218,0.401,-0.33,0.003,1.02,0.06,4.93,0.11,9999,9999,9999,9999,9999,9999,1.048186
KIC10732952,162.967178,13.620989,0.014457,0.333133,0.01321,-0.001764,0.001154,0.304574,0.005835,83.909522,0.020753,0.158314,0.002317,0.261676,0.01882,0.746269,0.021888,5.379267,0.03839,-0.077359,0.077239,4907.1,82.8,1.033,0.024,-0.335,-0.002,1.22,0.07,4.95,0.11,76.289456,1.818019,0.050626,0.004702,9999,9999,1.012824
KIC10733661,165.668837,14.134879,0.009241,0.283571,0.008015,0.000845,0.000794,0.32645,0.005183,83.271258,0.025047,0.188332,0.002377,0.331664,0.022138,0.646664,0.021892,3.889768,0.109794,0.470589,0.129617,5104.1,80.45,1.085,0.021,-0.81,-0.01,1.13,0.07,4.7,0.11,32.511095,1.708509,0.039315,0.004098,9999,9999,0.991058
KIC10734124,236.83,17.51244,0.008436,0.380814,0.006897,0.002831,0.00049,0.362198,0.005545,88.004596,0.021642,0.16334,0.001016,0.23435,0.012425,0.671601,0.017869,4.713077,0.060563,0.038883,0.070877,4958.1,82.2,0.982,0.0175,-0.072,0.019,1.42,0.09,4.43,0.1,42.869005,1.568446,0.052726,0.004431,4.636,0.551,1.105222
KIC10744554,209.85,15.282608,0.009712,0.329718,0.008941,0.001356,0.000676,0.298651,0.007361,101.952762,0.04059,0.162491,0.001957,0.270766,0.019139,0.531306,0.024691,2.579594,0.051594,0.448611,0.065792,4975,80.55,1.127,0.1325,-0.112,0.0175,1.54,0.08,4.94,0.1,83.317829,2.554659,0.078402,0.006847,1.968,0.5205,1.361067
KIC10746265,128.861924,10.916306,0.013823,0.218172,0.01506,0.002636,0.001338,0.237433,0.005656,78.539961,0.026618,0.131347,0.004131,0.301,0.033447,0.7349,0.029161,9999,9999,9999,9999,4768.7,88.65,1.213,0.1915,0.003,0.0075,1.36,0.09,5.94,0.14,9999,9999,9999,9999,6.739,1,1.016812
KIC10751237,100.230518,9.11991,0.011952,0.16026,0.015856,0.006091,0.001391,0.208221,0.006111,74.806311,0.022332,0.146418,0.003817,0.149821,0.037605,0.61831,0.020975,4.301264,0.046619,0.063443,0.108124,4988.9,90.15,1.304,0.2735,-0.48,0.007,1.15,0.05,6.24,0.11,50.108005,5.144294,0.053658,0.012545,9999,9999,1.02015
KIC10752913,230.31,17.957996,0.006472,0.370374,0.00481,0.002539,0.000334,0.405549,0.004626,91.158378,0.013563,0.175492,0.000974,0.263414,0.006797,0.718233,0.016391,5.51787,0.038816,-0.00646,0.064697,4976.9,90.2,0.897,0.003,-0.221,0.007,0.93,0.04,3.7,0.06,37.330256,1.381662,0.089937,0.005867,13.562,2.68,0.987669
KIC10776009,81.483675,7.766358,0.010567,0.151419,0.015246,0.004983,0.001174,0.17789,0.005229,73.395627,0.039885,0.094769,0.006729,-0.028127,0.089426,0.410904,0.025572,9999,9999,9999,9999,4735.8,87.95,1.311,0.172,-0.066,-0.0175,1.25,0.08,7.22,0.16,9999,9999,9999,9999,11.391,2.1925,0.950148
KIC10777735,226.1,17.219894,0.022412,0.406455,0.017134,0.001024,0.000958,0.363235,0.00937,88.855775,0.061895,0.174702,0.00167,0.272339,0.033924,0.648556,0.027671,3.533,0.066376,0.038744,0.09631,5032.1,87.2,1.045,0.0195,-0.382,0.0215,1.3,0.11,4.33,0.13,86.489363,2.02101,0.052827,0.006156,8.376,1.341,1.038505
KIC10777816,211.41,15.829445,0.004617,0.339188,0.004006,0.004852,0.000284,0.33114,0.004954,86.19873,0.012379,0.161042,0.001228,0.231009,0.00794,0.626898,0.015728,7.802115,0.046201,0.345565,0.057707,5034.2,80.95,1.086,0.013,-0.221,0.019,1.37,0.06,4.64,0.08,41.801635,1.163577,0.064017,0.004801,5.242,1.1015,0.854226
KIC10777988,139.161461,11.781804,0.011917,0.195462,0.012462,0.005677,0.001055,0.252861,0.006062,80.594345,0.026751,0.133135,0.002409,0.271213,0.030844,0.732937,0.020448,4.352681,0.045825,0.117865,0.090721,4855.9,88.75,1.135,0.025,-0.232,-0.011,1.27,0.08,5.52,0.12,47.255544,2.748064,0.072137,0.007016,9999,9999,0.947643
KIC10779537,209.96,15.468816,0.009088,0.316506,0.008391,0.001019,0.000629,0.312583,0.004679,84.468369,0.025277,0.134703,0.001851,0.33855,0.015745,0.691475,0.020239,9999,9999,9999,9999,4852.9,85.1,1.05,0.0305,0.198,0.028,1.42,0.07,4.77,0.09,9999,9999,9999,9999,9999,9999,1.98241
KIC10782351,142.011205,11.730715,0.006267,0.314002,0.006435,-0.001564,0.000676,0.241879,0.005695,81.804996,0.022078,0.129658,0.00232,0.156194,0.022327,0.72864,0.020238,3.838691,0.038868,0.094321,0.072269,4693.8,83.35,1.157,0.0775,0.19,-0.0095,1.3,0.08,5.56,0.12,67.095218,2.548968,0.071336,0.006869,8.107,1.641,1.026134
KIC10784759,218.54,15.74842,0.008197,0.328803,0.007381,0.004736,0.000525,0.311663,0.005545,87.499172,0.029559,0.144259,0.001237,0.423531,0.017643,0.629558,0.018502,7.137456,0.047133,0.185902,0.055816,4839,78.2,1.062,0.014,0.145,-0.02,1.64,0.1,4.96,0.11,70.030471,1.981029,0.083228,0.004617,2.344,0.2915,1.11578
KIC10790401,156.663881,13.217609,0.007233,0.284656,0.00671,0.001368,0.000573,0.300731,0.004933,83.235499,0.014204,0.157106,0.001758,0.241734,0.013019,0.723937,0.018108,4.177343,0.040242,0.063309,0.090564,4967.8,86.6,1.069,0.015,-0.294,-0.0055,1.27,0.08,5.14,0.11,33.780971,1.708882,0.063964,0.007285,9999,9999,0.928212
KIC10792866,120.104151,10.659128,0.013072,0.210843,0.014115,0.002795,0.001721,0.234724,0.005936,78.145551,0.015793,0.144488,0.003013,0.218519,0.021975,0.660241,0.021891,2.640165,0.031868,-0.065918,0.083139,4897.1,88.3,1.266,0.309,-0.333,-0.017,1.31,0.08,5.98,0.13,83.889977,1.842673,0.060659,0.006257,9999,9999,0.908718
KIC10793872,183.739733,14.943871,0.008526,0.282933,0.007506,0.00634,0.000451,0.34335,0.00421,86.222504,0.010937,0.160138,0.001177,0.256495,0.007925,0.756759,0.015792,5.583398,0.031056,0.054534,0.051956,4913,84.5,0.992,0.021,-0.232,-0.0125,1.08,0.05,4.45,0.08,67.160672,1.171924,0.062296,0.004084,16.158,2.0015,0.811336
KIC10796857,90.728305,7.848368,0.009996,0.062352,0.015894,0.006221,0.001674,0.17042,0.005406,65.352824,0.022016,0.120579,0.007406,0.414028,0.054605,0.483125,0.029223,9999,9999,9999,9999,5061.8,81.6,1.572,0.605,-0.733,0.0055,1.6,0.08,7.72,0.14,9999,9999,9999,9999,9999,9999,1.14496
KIC10798647,106.199111,9.642775,0.010941,0.161289,0.012711,0.006864,0.000786,0.222287,0.00541,76.751592,0.017719,0.138904,0.003548,0.174927,0.027284,0.677113,0.020875,6.089434,0.034722,0.191328,0.101677,4839.4,88.25,1.217,0.1415,-0.17,-0.018,1.01,0.05,5.74,0.1,68.383393,2.047455,0.069164,0.011015,14.676,2.0615,1.03791
KIC10799729,93.617231,8.604093,0.014152,0.101144,0.018224,0.007899,0.001136,0.197186,0.004992,74.614184,0.02945,0.140624,0.00525,0.245667,0.055909,0.587459,0.023544,4.363747,0.045371,-0.004067,0.107927,4755.5,88.75,1.294,0.323,-0.024,-0.011,1.38,0.09,7.03,0.16,9999,9999,9999,9999,8.168,1.55,0.989086
KIC10800303,112.080065,10.005773,0.006597,0.128134,0.00797,0.006995,0.000715,0.221318,0.004633,77.0791,0.0153,0.136788,0.002737,0.265516,0.022305,0.653312,0.019285,4.420039,0.033856,0.231863,0.083126,4838.8,83.65,1.199,0.1695,-0.063,0.0195,1.11,0.05,5.85,0.1,41.478375,1.451583,0.064339,0.004686,8.58,0.25,1.076201
KIC10801063,199.06,16.062813,0.005613,0.305114,0.004935,0.006841,0.000318,0.368856,0.004604,87.857722,0.010172,0.168795,0.001211,0.251569,0.006312,0.763137,0.016677,5.677415,0.029775,0.025791,0.053965,4892.6,72.9,0.933,0.0195,-0.287,-0.002,1,0.05,4.09,0.07,81.318902,1.241412,0.080517,0.004092,9999,9999,3.290764
KIC10803040,144.111587,11.804805,0.006991,0.220067,0.007825,0.003189,0.000598,0.242318,0.004324,79.301645,0.01586,0.124558,0.001921,0.292697,0.018089,0.66677,0.01614,5.584244,0.033728,0.125526,0.06535,4749.7,84.85,1.144,0.0175,0.087,-0.02,1.18,0.06,5.32,0.09,52.886301,1.262162,0.058933,0.003535,5.305,1.423,0.973156
KIC10809296,148.462457,12.261443,0.01428,0.30971,0.014687,-0.001196,0.001613,0.258202,0.006099,81.104072,0.032044,0.131675,0.003353,0.254592,0.032664,0.690607,0.023951,9999,9999,9999,9999,4853.4,84.2,1.145,0.067,-0.07,0.0145,1.37,0.09,5.51,0.12,9999,9999,9999,9999,9999,9999,0.998081
KIC10813626,164.288383,13.538529,0.013859,0.300227,0.013099,0.00256,0.000852,0.299712,0.005053,84.230246,0.017048,0.151522,0.001965,0.250111,0.014226,0.786154,0.02308,3.446073,0.033561,0.032202,0.06237,4829.7,87.75,1.013,0.0215,-0.086,-0.0075,1.03,0.05,4.62,0.08,82.596102,2.229962,0.079016,0.008359,11.009,1.692,1.04009
KIC10817031,198.210515,15.549571,0.018926,0.31224,0.016104,0.004401,0.001325,0.361801,0.005719,86.492314,0.105636,0.170861,0.002922,0.348398,0.069351,0.654762,0.030781,4.873008,0.201818,-0.643873,0.160569,4974.6,88.5,1.078,0.0215,-0.383,0.002,1.39,0.09,4.75,0.11,47.370684,2.836985,0.062091,0.007179,9999,9999,1.3127
KIC10818643,218.6,16.432164,0.012642,0.379435,0.011395,-0.001861,0.000932,0.326034,0.00726,84.462598,0.054489,0.134876,0.001792,0.352894,0.03368,0.664853,0.023244,4.245207,0.073852,0.220682,0.070543,4803.6,89.85,0.98,0.0215,0.024,-0.0165,1.29,0.1,4.43,0.13,82.609057,2.877058,0.054028,0.006522,9999,9999,0.961336
KIC10818765,119.625012,10.494956,0.012734,0.191676,0.012681,0.005881,0.000866,0.241199,0.005888,77.569287,0.036612,0.136514,0.004983,0.018061,0.054165,0.647348,0.026452,7.261122,0.078497,-0.084287,0.125142,4895.4,89.9,1.258,0.227,-0.118,-0.004,1.26,0.08,5.91,0.14,9999,9999,9999,9999,9999,9999,0.999955
KIC10842929,223.03,18.248696,0.01341,0.381229,0.009652,0.002856,0.001169,0.421967,0.006837,90.948759,0.029082,0.200894,0.001524,0.241728,0.015039,0.752243,0.026222,4.21831,0.079982,0.352159,0.138836,4980.3,82.65,0.903,0.028,-0.073,-0.026,0.89,0.06,3.63,0.09,43.894163,3.374756,0.057261,0.006172,9999,9999,0.998376
KIC10844895,98.313791,9.20767,0.013255,0.186139,0.015896,0.005321,0.001215,0.217904,0.004889,75.795768,0.018615,0.133233,0.004029,0.128447,0.033021,0.58929,0.022461,4.641881,0.046996,0.069066,0.111327,4785.9,75.7,1.313,0.276,-0.422,0.002,1.18,0.07,6.3,0.14,44.8534,3.390255,0.061525,0.015687,9999,9999,1.633737
KIC10849499,127.335823,11.042687,0.008892,0.135943,0.009474,0.01036,0.000563,0.266226,0.005043,78.530134,0.01245,0.153085,0.002639,0.230578,0.015752,0.649009,0.020481,4.136554,0.03521,0.123581,0.06923,5034.9,80.55,1.215,0.0385,-0.379,-0.02,1.24,0.07,5.72,0.12,85.504371,1.430125,0.079022,0.006563,9999,9999,0.850288
KIC10849824,201.98,15.64205,0.013778,0.370006,0.011875,-0.000007,0.001073,0.337093,0.005682,86.930614,0.026528,0.157614,0.002107,0.260961,0.017138,0.673407,0.023774,4.227166,0.063121,0.141702,0.08092,4850.4,81.85,1.023,0.0205,0.027,-0.0085,1.34,0.09,4.67,0.11,80.646723,2.520635,0.079344,0.006003,5.952,0.8105,1.005608
KIC10850084,206.69,15.788585,0.01495,0.376006,0.012383,0.000446,0.000792,0.327838,0.005338,87.113262,0.06383,0.149519,0.001983,0.380261,0.040326,0.64305,0.020645,3.067747,0.108857,0.119437,0.101462,4820.7,82.15,0.976,0.02,0.089,0.017,1.37,0.09,4.66,0.11,36.860647,2.958401,0.068383,0.009115,7.155,1.5305,0.993856
KIC10850440,226.41,16.806345,0.007882,0.343212,0.006948,0.004546,0.000382,0.346675,0.005322,85.950336,0.023402,0.148251,0.001343,0.267266,0.014016,0.662562,0.017616,3.007558,0.051406,0.253583,0.063451,4892.6,76.4,1.013,0.0115,0.037,0.021,1.31,0.07,4.39,0.08,81.117752,2.778627,0.066465,0.006759,4.783,0.6715,1.139851
KIC10853911,192.48,14.509747,0.019488,0.309343,0.018037,0.001637,0.001171,0.305202,0.005887,84.297766,0.025879,0.164976,0.001892,0.251595,0.019503,0.560173,0.021785,3.692915,0.039852,0.123008,0.07271,5079.1,80.9,1.172,0.264,-0.435,0.001,1.74,0.11,5.36,0.12,79.583325,2.036323,0.074682,0.006895,9999,9999,0.938976
